location,size,total_sqft,bath,price,bhk,Price_Per_sqft
Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
HBR Layout,2 BHK,1089.0,2.0,60.0,2,5509.641873278237
Kereguddadahalli,2 BHK,1080.0,2.0,32.0,2,2962.962962962963
Thanisandra,2 BHK,1093.0,2.0,68.1,2,6230.558096980786
Hegde Nagar,3 BHK,1703.0,3.0,125.0,3,7339.988256018791
Hebbal,2 BHK,1200.0,2.0,60.0,2,5000.0
Marathahalli,3 BHK,1690.0,3.0,116.0,3,6863.905325443787
Yelahanka,2 BHK,1305.0,2.0,78.0,2,5977.0114942528735
Stage-4 Bommanahalli,2 BHK,1194.0,2.0,55.0,2,4606.365159128978
Whitefield,3 BHK,2225.0,3.0,149.0,3,6696.6292134831465
Ashirvad Colony,2 BHK,1022.0,2.0,57.0,2,5577.2994129158515
Narayanapura,2 BHK,1153.0,2.0,45.0,2,3902.8620988725065
Vidyaranyapura,3 BHK,1560.0,3.0,68.0,3,4358.974358974359
Billekahalli,2 BHK,1350.0,3.0,55.0,2,4074.074074074074
Chandapura,2 BHK,800.0,2.0,25.0,2,3125.0
Electronic City,4 BHK,2093.0,4.0,104.0,4,4968.944099378882
Bannerghatta Road,2 BHK,1275.0,2.0,73.0,2,5725.490196078431
Begur Road,2 BHK,1215.0,2.0,43.13,2,3549.794238683128
Begur Road,3 BHK,1444.0,2.0,71.5,3,4951.523545706371
Vikram Nagar,2 BHK,950.0,2.0,38.0,2,4000.0
Hennur,2 BHK,1231.0,2.0,50.0,2,4061.7384240454917
Yeshwanthpur,3 BHK,1713.0,3.0,110.0,3,6421.482778750729
Sonnenahalli,3 BHK,1310.0,2.0,46.0,3,3511.4503816793895
Jalahalli,2 BHK,790.0,2.0,49.5,2,6265.822784810127
Koramangala,3 BHK,1744.0,3.0,200.0,3,11467.88990825688
Whitefield,2 BHK,1250.0,2.0,82.0,2,6560.0
Malleshwaram,3 BHK,2476.0,3.0,337.0,3,13610.662358642972
Subramanyapura,3 BHK,1260.0,2.0,76.0,3,6031.746031746032
Rajaji Nagar,3 BHK,1615.0,3.0,175.0,3,10835.913312693498
Electronic City,2 BHK,1025.0,2.0,53.9,2,5258.536585365854
Sarjapur  Road,3 BHK,1877.0,4.0,150.0,3,7991.475759190197
Lakshminarayana Pura,3 BHK,1649.0,3.0,150.0,3,9096.422073984233
Sarvabhouma Nagar,2 BHK,1012.0,2.0,42.0,2,4150.197628458498
Green Glen Layout,3 BHK,1680.0,4.0,95.0,3,5654.761904761905
Old Madras Road,2 BHK,1171.0,2.0,72.0,2,6148.590947907771
Tumkur Road,2 BHK,1027.0,2.0,68.62,2,6681.596884128529
Kanakapura,2 BHK,1090.0,2.0,38.15,2,3500.0
Hennur Road,2 BHK,1232.0,2.0,74.0,2,6006.493506493506
Kanakpura Road,1 BHK,525.0,1.0,27.0,1,5142.857142857143
Choodasandra,3 BHK,1254.0,2.0,65.0,3,5183.413078149921
Kanakpura Road,3 BHK,1593.0,3.0,118.0,3,7407.407407407408
ITI Layout,2 BHK,1333.0,2.0,77.27,2,5796.699174793698
Raja Rajeshwari Nagar,3 BHK,1375.0,2.0,54.99,3,3999.2727272727275
Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
Thanisandra,3 BHK,1430.0,2.0,51.48,3,3600.0
Electronic City,2 BHK,940.0,2.0,54.0,2,5744.68085106383
Electronic City,1 BHK,435.0,1.0,21.0,1,4827.586206896552
Begur Road,2 BHK,1160.0,2.0,36.54,2,3150.0
Electronic City,3 BHK,1500.0,2.0,77.5,3,5166.666666666667
Koramangala,3 BHK,1890.0,2.0,100.0,3,5291.005291005291
Seegehalli,3 Bedroom,3000.0,4.0,235.0,3,7833.333333333333
Tumkur Road,3 BHK,1459.0,2.0,95.0,3,6511.3091158327625
Yelahanka,3 BHK,1711.0,3.0,85.61,3,5003.506721215664
Hoodi,2 BHK,1250.0,2.0,98.0,2,7840.0
Rajaji Nagar,3 BHK,1776.0,3.0,190.0,3,10698.198198198199
Thigalarapalya,3 BHK,2072.0,4.0,160.0,3,7722.007722007722
Kundalahalli,3 Bedroom,1600.0,3.0,170.0,3,10625.0
Kengeri Satellite Town,2 BHK,920.0,2.0,39.0,2,4239.130434782609
Chandapura,2 BHK,778.0,2.0,25.29,2,3250.642673521851
Electronic City,3 BHK,1631.0,3.0,80.0,3,4904.9662783568365
Kanakpura Road,1 BHK,525.0,1.0,27.5,1,5238.0952380952385
Jalahalli,3 BHK,1395.0,3.0,82.0,3,5878.136200716845
Devi Nagar,3 BHK,2000.0,3.0,105.0,3,5250.0
Hennur Road,2 BHK,1232.0,2.0,66.0,2,5357.142857142857
Gubbalala,2 BHK,1205.0,2.0,70.0,2,5809.128630705394
Rayasandra,3 BHK,1179.0,2.0,55.0,3,4664.970313825275
Kodigehaali,2 BHK,1013.0,2.0,51.0,2,5034.550839091807
Uttarahalli,2 BHK,1160.0,2.0,40.6,2,3500.0
7th Phase JP Nagar,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
Samethanahalli,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Kyalasanahalli,3 Bedroom,1200.0,3.0,99.0,3,8250.0
Marathahalli,2 BHK,1065.0,2.0,55.0,2,5164.319248826291
Lakshminarayana Pura,2 BHK,1395.0,2.0,75.0,2,5376.344086021505
Hebbal Kempapura,3 BHK,1725.0,2.0,165.0,3,9565.217391304348
Coconut Grove Layout,2 BHK,1007.0,2.0,43.0,2,4270.109235352532
Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
Hebbal,3 BHK,2850.0,5.0,343.0,3,12035.087719298246
Kadabagere,2 BHK,675.0,1.0,15.0,2,2222.222222222222
Hebbal,2 BHK,1390.0,2.0,95.0,2,6834.53237410072
Lakshminarayana Pura,3 BHK,1500.0,3.0,104.0,3,6933.333333333333
Vijayanagar,3 BHK,2047.0,3.0,136.0,3,6643.869076697606
Jakkur,2 BHK,1202.0,2.0,79.0,2,6572.379367720466
Kodbisanhalli,2 BHK,1012.0,2.0,59.0,2,5830.0395256917
Gunjur,3 BHK,2132.0,3.0,80.0,3,3752.34521575985
Harlur,2 BHK,1331.0,2.0,88.0,2,6611.570247933884
Anand Nagar,2 Bedroom,1800.0,2.0,300.0,2,16666.666666666668
Akshaya Vana,3 BHK,1280.0,2.0,49.0,3,3828.125
Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
Thanisandra,3 BHK,1370.0,2.0,61.0,3,4452.554744525547
Kalkere,2 BHK,925.0,2.0,35.0,2,3783.7837837837837
Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
Hennur Road,2 BHK,1341.0,2.0,95.0,2,7084.265473527218
Tumkur Road,2 BHK,992.0,2.0,60.0,2,6048.387096774193
Uttarahalli,2 BHK,1163.0,2.0,68.0,2,5846.947549441101
Sarjapur  Road,2 BHK,1229.0,2.0,70.0,2,5695.6875508543535
Electronic City Phase II,2 BHK,1219.0,2.0,61.26,2,5025.430680885972
Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,99.13,3,6500.327868852459
Kasavanhalli,2 BHK,1147.0,2.0,60.0,2,5231.037489102006
Akshaya Nagar,3 BHK,1412.0,2.0,88.0,3,6232.294617563739
Nagarbhavi,2 BHK,1190.0,2.0,63.0,2,5294.117647058823
Jigani,3 BHK,1352.0,3.0,65.0,3,4807.692307692308
Uttarahalli,3 BHK,1330.0,2.0,39.9,3,3000.0
Electronic City,2 BHK,1355.0,2.0,67.0,2,4944.649446494465
Ramamurthy Nagar,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
Begur Road,3 BHK,1615.0,3.0,50.87,3,3149.84520123839
Devanahalli,2 BHK,1080.0,2.0,52.0,2,4814.814814814815
Gollahalli,2 BHK,1600.0,2.0,31.0,2,1937.5
Electronic City,2 BHK,1200.0,2.0,34.0,2,2833.3333333333335
Amruthahalli,3 BHK,1605.0,3.0,65.0,3,4049.8442367601247
Kammanahalli,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Chandapura,3 BHK,1230.0,2.0,31.37,3,2550.4065040650407
Devasthanagalu,2 BHK,946.0,2.0,45.0,2,4756.871035940803
Sarjapur  Road,3 BHK,1711.0,3.0,110.0,3,6428.988895382817
Chandapura,2 BHK,950.0,2.0,25.65,2,2700.0
Kudlu Gate,3 BHK,1656.0,3.0,80.0,3,4830.917874396136
Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
LB Shastri Nagar,1 BHK,665.0,1.0,32.0,1,4812.0300751879695
Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716.157205240174
Whitefield,2 BHK,1185.0,2.0,41.0,2,3459.915611814346
Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Dollars Layout,3 BHK,2456.0,3.0,220.0,3,8957.654723127036
Rajaji Nagar,3 BHK,2559.0,3.0,403.0,3,15748.339194998047
Uttarahalli,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
KR Puram,2 BHK,1200.0,2.0,42.0,2,3500.0
Janatha Colony,3 BHK,1439.0,3.0,57.23,3,3977.067407922168
Yelahanka,2 BHK,1315.0,2.0,75.0,2,5703.42205323194
Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.950764006791
Mahadevpura,3 BHK,1400.0,2.0,65.8,3,4700.0
Thanisandra,2 BHK,1093.0,2.0,72.0,2,6587.374199451052
Horamavu Banaswadi,2 BHK,1200.0,2.0,45.0,2,3750.0
1st Block Jayanagar,3 BHK,1200.0,2.0,130.0,3,10833.333333333334
Uttarahalli,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
Thanisandra,2 BHK,1140.0,2.0,39.0,2,3421.0526315789475
Jakkur Plantation,3 BHK,1717.0,3.0,120.0,3,6988.934187536401
Hoodi,3 BHK,1370.0,3.0,67.0,3,4890.510948905109
Electronics City Phase 1,2 BHK,1025.0,2.0,90.0,2,8780.487804878048
Bellandur,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Thanisandra,2 BHK,1200.0,2.0,53.5,2,4458.333333333333
Whitefield,3 BHK,1740.0,4.0,130.0,3,7471.264367816092
Hennur Road,2 BHK,1232.0,2.0,88.0,2,7142.857142857143
Whitefield,4 BHK,5924.0,4.0,625.0,4,10550.303848750844
Veersandra,2 BHK,1250.0,2.0,50.0,2,4000.0
Munivenkatppa Layout,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
Bommanahalli,4 BHK,2100.0,4.0,85.0,4,4047.6190476190477
Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2,4873.477038425492
Sarjapur,3 BHK,1364.0,2.0,56.0,3,4105.571847507332
Sathya Layout,3 BHK,1504.0,2.0,102.0,3,6781.914893617021
Hennur Road,3 BHK,2365.0,4.0,175.0,3,7399.577167019028
Hebbal,2 BHK,1333.0,2.0,100.0,2,7501.875468867217
Thanisandra,3 BHK,1698.0,3.0,107.0,3,6301.531213191991
Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
Hennur Road,2 BHK,1310.0,2.0,66.0,2,5038.167938931298
Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Jigani,3 BHK,1230.0,3.0,60.0,3,4878.048780487805
Devanahalli,3 Bedroom,1200.0,3.0,145.0,3,12083.333333333334
Munnekollal,3 BHK,1385.0,2.0,66.5,3,4801.444043321299
Tumkur Road,2 BHK,1066.0,2.0,52.5,2,4924.953095684803
Thanisandra,3 BHK,2293.0,3.0,80.26,3,3500.2180549498476
7th Phase JP Nagar,2 BHK,1000.0,2.0,70.65,2,7065.000000000001
Nagavarapalya,2 BHK,907.0,2.0,38.0,2,4189.636163175303
Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
Kumbena Agrahara,2 BHK,1180.0,2.0,50.0,2,4237.28813559322
Hiremath Layout,3 BHK,1490.0,2.0,92.0,3,6174.496644295302
Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856.643356643357
Hormavu,2 BHK,1143.0,2.0,53.0,2,4636.920384951881
Karuna Nagar,3 Bedroom,2500.0,3.0,190.0,3,7600.0
Nallurhalli,2 BHK,1044.0,2.0,60.0,2,5747.126436781609
Prithvi Layout,2 BHK,1352.0,3.0,93.0,2,6878.698224852071
Bellandur,3 BHK,1785.0,3.0,120.0,3,6722.689075630252
Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3,3150.3030303030305
Whitefield,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
Nagarbhavi,3 BHK,1523.0,2.0,56.0,3,3676.9533814839133
Kanakpura Road,3 BHK,1591.0,3.0,122.0,3,7668.133249528599
Ashwath Nagar,3 BHK,1640.0,3.0,84.0,3,5121.951219512195
Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555.5555555555557
Bannerghatta Road,3 BHK,1305.0,2.0,60.0,3,4597.701149425287
Kaggadasapura,2 BHK,1240.0,2.0,45.0,2,3629.032258064516
Koramangala,2 BHK,1180.0,2.0,128.0,2,10847.457627118643
Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
Channasandra,3 BHK,1310.0,2.0,45.0,3,3435.114503816794
Yelahanka,2 BHK,1390.0,2.0,70.21,2,5051.079136690647
Kenchenahalli,3 BHK,1280.0,2.0,69.0,3,5390.625
Ambalipura,2 BHK,950.0,2.0,31.95,2,3363.157894736842
Akshaya Vana,2 BHK,1141.0,2.0,55.0,2,4820.333041191937
5th Phase JP Nagar,2 BHK,1200.0,2.0,51.0,2,4250.0
Doddathoguru,2 BHK,855.0,2.0,32.0,2,3742.690058479532
Chandapura,2 BHK,922.0,2.0,36.0,2,3904.5553145336225
Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,75.0,2,5800.46403712297
Yelahanka New Town,3 BHK,1599.0,3.0,80.0,3,5003.126954346467
Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250.258531540848
Silver Springs Layout,3 BHK,1885.0,3.0,90.0,3,4774.535809018567
Sarjapur  Road,2 BHK,1050.0,2.0,63.5,2,6047.619047619048
Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
Sarjapur  Road,2 BHK,1350.0,2.0,102.0,2,7555.555555555556
Hebbal,2 BHK,1204.0,2.0,45.0,2,3737.5415282392028
Sarjapur  Road,2 BHK,1035.0,2.0,49.0,2,4734.299516908212
Sarjapur  Road,3 BHK,1457.0,3.0,85.0,3,5833.905284831846
Whitefield,3 BHK,1655.0,3.0,120.0,3,7250.755287009063
Ramagondanahalli,2 BHK,1215.0,2.0,46.1,2,3794.238683127572
Kanakpura Road,2 BHK,1155.0,2.0,50.125,2,4339.82683982684
Hoodi,3 BHK,1639.0,3.0,129.0,3,7870.65283709579
Sarjapur  Road,3 BHK,1685.0,3.0,135.0,3,8011.86943620178
Hormavu,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
Kengeri,2 BHK,1230.0,2.0,45.0,2,3658.5365853658536
Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
8th Phase JP Nagar,1 BHK,500.0,1.0,30.0,1,6000.0
Sarjapur  Road,2 BHK,1350.0,2.0,68.0,2,5037.037037037037
Whitefield,4 BHK,4003.0,6.0,300.0,4,7494.379215588308
Haralur Road,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
Anandapura,2 BHK,1151.0,2.0,43.16,2,3749.7827975673326
Crimson Layout,2 BHK,1250.0,2.0,60.0,2,4800.0
Chandapura,3 BHK,1110.0,2.0,29.97,3,2700.0
Hennur Road,2 BHK,1015.0,2.0,50.0,2,4926.108374384236
Kadugodi,3 BHK,1351.0,2.0,78.0,3,5773.501110288675
Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
R.T. Nagar,3 BHK,1680.0,3.0,72.0,3,4285.714285714285
Arekere,3 Bedroom,2400.0,3.0,180.0,3,7500.0
Yemlur,4 Bedroom,11000.0,5.0,2000.0,4,18181.81818181818
Ramamurthy Nagar Extension,3 BHK,1350.0,3.0,48.6,3,3600.0
Horamavu Banaswadi,2 BHK,1254.0,2.0,47.0,2,3748.006379585327
Haralur Road,3 BHK,1255.0,3.0,115.0,3,9163.346613545817
CV Raman Nagar,2 BHK,1051.0,2.0,61.0,2,5803.996194100856
Uttarahalli,2 BHK,1099.0,2.0,65.0,2,5914.467697907188
Hebbal,3 BHK,2650.0,4.0,199.0,3,7509.433962264151
Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2,8436.080467229072
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3,5833.333333333333
Whitefield,2 BHK,1125.0,2.0,45.0,2,4000.0
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Ashwini layout,1 BHK,834.0,1.0,62.0,1,7434.052757793765
Gollarapalya Hosahalli,3 BHK,1320.0,3.0,60.0,3,4545.454545454545
Mysore Road,3 BHK,1500.0,3.0,74.0,3,4933.333333333333
Whitefield,4 Bedroom,4400.0,5.0,500.0,4,11363.636363636364
Whitefield,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
Kadugodi,2 BHK,1010.0,2.0,50.0,2,4950.495049504951
Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Hulimavu,3 BHK,1430.0,2.0,90.0,3,6293.706293706294
Domlur,1 BHK,650.0,1.0,70.0,1,10769.23076923077
Thanisandra,3 BHK,1564.0,3.0,105.0,3,6713.5549872122765
Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
Yelahanka,3 BHK,1650.0,3.0,105.0,3,6363.636363636364
Yelahanka,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Kengeri Satellite Town,2 BHK,985.0,2.0,42.0,2,4263.959390862944
Ramagondanahalli,3 BHK,1475.0,2.0,63.0,3,4271.186440677966
Hebbal,3 BHK,3450.0,5.0,348.0,3,10086.95652173913
Sarjapur  Road,3 BHK,1157.0,2.0,53.99,3,4666.3785652549695
Canara Bank Colony,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Sarjapur  Road,4 Bedroom,3800.0,3.0,325.0,4,8552.631578947368
Brookefield,5 Bedroom,1950.0,6.0,175.0,5,8974.358974358975
Kudlu,3 BHK,1570.0,2.0,65.94,3,4200.0
Kanakapura,2 BHK,1283.0,2.0,68.0,2,5300.077942322681
Electronic City Phase II,3 BHK,875.0,2.0,40.0,3,4571.428571428572
Old Madras Road,4 BHK,3630.0,6.0,196.0,4,5399.449035812672
Yelahanka,2 BHK,990.0,2.0,37.62,2,3799.9999999999995
Reliaable Tranquil Layout,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
Harlur,2 BHK,1133.0,2.0,55.0,2,4854.368932038835
Somasundara Palya,4 BHK,2400.0,3.0,140.0,4,5833.333333333333
Begur Road,3 BHK,1565.0,2.0,49.3,3,3150.1597444089457
Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
Himagiri Meadows,3 Bedroom,1240.0,4.0,180.0,3,14516.129032258064
HRBR Layout,3 BHK,1335.0,2.0,87.0,3,6516.853932584269
Sarjapur  Road,3 BHK,1700.0,3.0,79.9,3,4700.000000000001
Electronic City,1 BHK,435.0,1.0,22.0,1,5057.471264367816
Magadi Road,2 BHK,1116.0,2.0,51.89,2,4649.641577060932
Old Madras Road,3 BHK,1480.0,3.0,95.0,3,6418.918918918919
Hormavu,2 BHK,1000.0,2.0,50.0,2,5000.0
HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
Bommasandra,2 BHK,800.0,1.0,32.0,2,4000.0
Thanisandra,2 BHK,1265.0,2.0,83.0,2,6561.264822134387
Devanahalli,3 BHK,1700.0,3.0,88.2,3,5188.235294117647
Narayanappa Garden,2 BHK,1475.0,2.0,70.0,2,4745.762711864407
BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
1st Phase JP Nagar,3 BHK,2180.0,3.0,210.0,3,9633.02752293578
Brookefield,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Whitefield,3 BHK,2023.0,4.0,130.0,3,6426.099851705388
Kadubeesanahalli,3 BHK,1545.0,2.0,66.0,3,4271.844660194175
Kalena Agrahara,3 BHK,1804.0,3.0,166.0,3,9201.773835920178
Hoodi,2 BHK,1108.0,2.0,74.23,2,6699.458483754513
Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
RWF West Colony,3 BHK,1427.0,2.0,70.0,3,4905.395935529082
Yelahanka,2 BHK,935.0,2.0,35.53,2,3800.0
Sarjapura - Attibele Road,2 BHK,1073.0,2.0,31.77,2,2960.857409133271
Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.1666666666665
Thigalarapalya,3 BHK,2215.0,4.0,150.0,3,6772.009029345372
Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
7th Phase JP Nagar,2 BHK,1080.0,2.0,75.0,2,6944.444444444444
Uttarahalli,3 BHK,1590.0,3.0,58.0,3,3647.7987421383646
Seetharampalya,3 BHK,1350.0,3.0,68.0,3,5037.037037037037
Kaggadasapura,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
Mallasandra,4 BHK,1810.0,3.0,57.0,4,3149.171270718232
Kanaka Nagar,3 BHK,2274.24,4.0,160.0,3,7035.317292809907
Sonnenahalli,3 BHK,1484.0,3.0,74.18,3,4998.652291105122
Indira Nagar,3 BHK,1650.0,3.0,220.0,3,13333.333333333334
Stage-4 Bommanahalli,3 BHK,1455.0,2.0,55.0,3,3780.0687285223366
Thanisandra,3 BHK,2280.0,4.0,184.0,3,8070.175438596491
Bharathi Nagar,2 BHK,1351.0,2.0,74.0,2,5477.424130273871
KR Puram,3 BHK,1430.0,2.0,61.0,3,4265.734265734266
Whitefield,4 Bedroom,3589.0,5.0,400.0,4,11145.165784341041
Electronic City Phase II,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Sarjapur  Road,2 BHK,984.0,2.0,55.0,2,5589.430894308943
Jalahalli,3 BHK,1770.0,3.0,100.0,3,5649.717514124294
Kanakpura Road,2 BHK,1296.0,2.0,89.0,2,6867.283950617284
Kempapura,3 BHK,1570.0,3.0,80.0,3,5095.541401273886
Nagappa Reddy Layout,3 BHK,1495.0,2.0,65.0,3,4347.826086956522
Hoodi,3 BHK,1530.0,2.0,67.0,3,4379.084967320261
Gunjur,3 BHK,1800.0,3.0,70.0,3,3888.8888888888887
Bellandur,2 BHK,1088.0,2.0,48.0,2,4411.764705882353
Hosa Road,3 BHK,1533.0,3.0,98.18,3,6404.4357469015
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
Hosa Road,2 BHK,1040.0,2.0,68.59,2,6595.192307692308
Thigalarapalya,2 BHK,1245.0,2.0,100.0,2,8032.128514056225
Sarjapur,2 BHK,1124.0,2.0,30.35,2,2700.1779359430607
Begur Road,2 BHK,1100.0,2.0,71.42,2,6492.727272727273
Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
Harlur,3 BHK,1756.0,3.0,128.0,3,7289.293849658315
Bommasandra,3 BHK,1280.0,3.0,50.0,3,3906.25
Whitefield,3 BHK,2134.0,4.0,118.0,3,5529.522024367385
Hosa Road,2 BHK,1369.1,2.0,98.0,2,7157.986998758309
Carmelaram,3 BHK,2515.0,4.0,155.0,3,6163.021868787277
Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952.5959367945825
Basapura,3 BHK,1440.0,3.0,72.0,3,5000.0
Hennur Road,3 BHK,1186.0,2.0,55.33,3,4665.2613827993255
Hebbal,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
Kudlu,3 BHK,1600.0,3.0,79.0,3,4937.5
GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500.0
Binny Pete,3 BHK,1740.0,3.0,150.0,3,8620.689655172413
Benson Town,2 BHK,1567.0,3.0,140.0,2,8934.269304403319
Kambipura,3 BHK,1082.0,2.0,45.5,3,4205.1756007393715
Begur,3 Bedroom,3500.0,4.0,185.0,3,5285.714285714285
Dasarahalli,2 BHK,1220.0,2.0,52.0,2,4262.295081967213
6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2,10256.410256410256
Ankappa Layout,3 BHK,1670.0,3.0,75.0,3,4491.017964071856
Hennur Road,3 BHK,2264.0,3.0,168.0,3,7420.494699646643
Begur,2 BHK,1100.0,2.0,55.0,2,5000.0
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
JP Nagar,3 BHK,1600.0,3.0,83.0,3,5187.5
Magadi Road,3 BHK,1052.0,2.0,60.0,3,5703.42205323194
 Devarachikkanahalli,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
Electronic City,3 BHK,1500.0,2.0,63.0,3,4200.0
Old Madras Road,3 BHK,1350.0,3.0,47.25,3,3500.0
Gottigere,3 BHK,1230.0,2.0,52.0,3,4227.642276422765
Haralur Road,3 BHK,1520.0,2.0,85.0,3,5592.105263157895
Kanakpura Road,1 BHK,525.0,1.0,26.25,1,5000.0
Hosa Road,2 BHK,1040.0,2.0,61.0,2,5865.384615384615
Old Airport Road,4 BHK,2690.0,4.0,201.0,4,7472.118959107806
Domlur,1 BHK,780.0,1.0,70.0,1,8974.358974358975
Panathur,2 BHK,1140.0,2.0,51.2,2,4491.228070175439
Chandapura,3 BHK,1225.0,3.0,33.08,3,2700.408163265306
Nagavarapalya,1 BHK,646.0,1.0,25.84,1,4000.0
Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
Whitefield,3 BHK,1458.0,2.0,62.0,3,4252.400548696845
Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
Doddathoguru,2 BHK,1105.0,2.0,50.0,2,4524.886877828054
Lakshminarayana Pura,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
Chandapura,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
Kaggalipura,3 BHK,1150.0,2.0,62.0,3,5391.304347826087
Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2,4825.0
Kudlu Gate,3 BHK,1656.0,3.0,75.0,3,4528.985507246377
KR Puram,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Hosur Road,2 BHK,1085.0,2.0,33.7,2,3105.9907834101386
Hoodi,4 Bedroom,1100.0,4.0,120.0,4,10909.09090909091
Kallumantapa,2 BHK,1050.0,2.0,55.0,2,5238.0952380952385
Mysore Road,2 BHK,947.55,2.0,80.0,2,8442.826236082528
Malleshpalya,2 BHK,1421.0,2.0,90.0,2,6333.56790992259
Old Madras Road,3 BHK,1425.0,2.0,74.31,3,5214.736842105263
Budigere,2 BHK,1162.0,2.0,58.0,2,4991.394148020654
Whitefield,1 BHK,905.0,1.0,60.0,1,6629.834254143647
Sarjapur  Road,2 BHK,914.0,2.0,32.0,2,3501.09409190372
Hormavu,4 Bedroom,3500.0,4.0,289.0,4,8257.142857142857
Whitefield,3 BHK,1537.0,2.0,70.0,3,4554.326610279766
Malleshwaram,3 BHK,2250.0,3.0,200.0,3,8888.888888888889
Hosur Road,4 Bedroom,2000.0,4.0,69.0,4,3450.0
